code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator,percent_change_2021_22,percent_change_2019_20,significance,trend_2019_20,reliability_3yr_se,year,expenditure
1103,4,,,,Infant or baby milks - dried,p,Very High,42.93009418,-46.15230316,yes,DOWN,13.69137901,1987,1.196447601
1201,3,,,Instant dried milk,,p,Very High,92.41037066,75.86682239,,,35.61132416,1987,1.669706163
13,3,,,Yoghurt and fromage frais,,p,Low,-1.918383587,1.782127583,,,1.810873442,1987,12.40434298
1301,4,,,,Yoghurt,p,Low,-2.852441125,2.191551083,,,1.861250395,1987,12.40434298
1302,4,,,,Fromage frais,p,High,19.58639899,-5.312991672,,,6.296371425,1987,
16,3,,,Other milks and dairy desserts,,p,Medium,10.23771682,32.19056447,yes,UP,3.225015141,1987,2.116200089
1603,4,,,,Dairy desserts - not frozen,p,Medium,14.34818708,12.72072673,,,3.430290122,1987,1.629474068
1605,4,,,,Dried milk products,p,Very High,-78.38346491,-94.77132605,,,66.48576807,1987,
1607,4,,,,Milk drinks and other milks [note 7],p,Medium,2.876320129,27.39385065,yes,,4.89120927,1987,0.48672602
1608,4,,,,Non-dairy milk substitutes [note 7],p,High,10.36216301,70.74970909,yes,UP,7.09480968,1987,
17,3,,,Cream,,p,Medium,0.756979582,19.28443255,yes,UP,2.85793387,1987,5.053810616
22023,2,Cheese,,,,p,Low,7.775775611,13.24210167,yes,UP,1.496765097,1987,34.07835873
22,3,,Natural cheese,,,p,Low,7.185594315,11.40377611,yes,,1.545719931,1987,31.22387273
2201,4,,,Hard cheese - cheddar type,,p,Low,10.9495788,14.14193431,yes,UP,1.739423494,1987,20.30882766
2202,4,,,Hard cheese - other uk or foreign equivalent,,p,Medium,-6.534494298,2.967366734,,,4.570259301,1987,4.505422415
2203,4,,,Hard cheese - edam or other foreign,,p,Medium,-3.652875522,0.869359048,,,3.79110679,1987,2.224521356
2205,4,,,Cottage cheese,,p,High,-21.44061722,-23.77836878,,,8.809530964,1987,1.841444572
2206,4,,,Soft natural cheese,,p,Medium,11.88806384,16.81036127,yes,,2.848293776,1987,2.343656728
2301,3,,Processed cheese,,,p,Medium,13.74754542,34.38620124,yes,UP,3.850343899,1987,2.854486003
31041,2,Carcase meat,,,,p,Low,-1.503902046,-8.303600479,,DOWN,2.677728062,1987,110.4436006
31,3,,Beef and veal,,,p,Low,-2.211987192,-7.500551378,,DOWN,2.970453093,1987,62.65961848
3102,4,,,Beef joints - on the bone,,p,Very High,-64.07939541,-58.18550874,,,42.73541364,1987,2.52030924
3103,4,,,Beef joints - boned,,p,High,-17.86120953,-4.98803054,,,6.456036896,1987,20.13255665
3104,4,,,Beef steak - less expensive,,p,Medium,-4.931626044,9.11860696,,,4.54702647,1987,13.00558133
3105,4,,,Beef steak - more expensive,,p,High,-9.370153051,-21.86787619,,DOWN,6.490757999,1987,13.70323707
3106,4,,,Minced beef,,p,Medium,15.35112373,-1.755318928,,,3.24431667,1987,12.94543666
3107,4,,,All other beef and veal,,p,Very High,304.0002048,10.9767159,,,58.04389391,1987,0.352497519
36,3,,Mutton and lamb,,,p,High,-1.490039181,-20.55070249,,DOWN,5.970417223,1987,22.75005864
3601,4,,,Mutton,,p,Very High,14.48559034,-38.47596544,,,36.66097973,1987,0.135466678
3602,4,,,Lamb joints,,p,Very High,9.790524256,-14.67238206,,,9.21811683,1987,12.83033976
3603,4,,,Lamb chops,,p,High,-18.23360668,-11.78918101,,,8.67483561,1987,8.750258746
3604,4,,,All other lamb,,p,High,4.685116078,-42.57949382,,,15.50511624,1987,1.033993453
41,3,,Pork,,,p,Medium,1.042562067,5.501678969,,,3.646050121,1987,25.03392351
4101,4,,,Pork joints,,p,High,-18.4504817,1.45871536,,,6.407215374,1987,9.200972571
4102,4,,,Pork chops,,p,High,27.66715436,-9.715547709,,,8.053774612,1987,11.07769682
4103,4,,,Pork fillets and steaks,,p,Medium,1.914885979,5.17673209,,,5.088123865,1987,2.620350138
4104,4,,,All other pork,,p,High,19.4484542,20.74230202,,,7.100355132,1987,2.134903986
46095,2,Non-carcase meat and meat products,,,,p,Very Low,7.160462506,-0.018766395,,,1.216973702,1987,194.4684597
46,3,,Liver,,,p,Very High,-40.1495376,-11.62725898,,,13.47210092,1987,4.761517023
4603,4,,,Ox liver,,p,Very High,-19.62262809,-49.76358295,,,47.51440262,1987,0.520058729
4604,4,,,Lambs liver,,p,Very High,55.21563458,17.62955303,,,18.7340963,1987,2.887455994
4605,4,,,Pigs liver,,p,Very High,-67.18942437,65.82833659,,,26.27590384,1987,1.204956998
4607,4,,,All other liver,,p,Very High,-79.73423815,-66.19458219,,,24.76947642,1987,0.149045302
51,3,,All offal other than liver,,,p,Very High,238.3493296,94.11080767,,,21.39304024,1987,1.428706935
55,3,,"Bacon and ham, uncooked",,,p,Low,10.2647188,-1.893967537,,,2.430242064,1987,29.0787426
5502,4,,,"Bacon and ham joints, uncooked",,p,High,-6.278032424,-22.71388149,,DOWN,5.470671929,1987,8.501127696
5505,4,,,"Bacon and ham rashers, uncooked",,p,Low,15.86466073,5.919028628,,,2.432353647,1987,20.5776149
58,3,,"Bacon and ham, cooked",,,p,Low,0.104069316,3.558289204,,,2.008375487,1987,13.26689298
59,3,,Cooked poultry not purchased in cans,,,p,Medium,18.16182154,-8.576213588,,,3.89647798,1987,5.154330948
5903,4,,,"Chicken and turkey, cooked",,p,Medium,0.033376428,-11.3907859,,,3.392303838,1987,4.587354544
5904,4,,,Takeaway chicken,,p,High,57.50626425,-4.390147163,,,8.530309324,1987,0.566976404
62,3,,"Corned beef, canned or sliced",,,p,Medium,-1.026796537,-9.005184262,,,4.732987725,1987,6.524070297
66,3,,Other cooked meat,,,p,Medium,3.760286217,17.89185241,,,3.964209413,1987,5.889703151
71,3,,Other canned meat and canned meat products,,,p,High,20.60969028,-3.965766359,,,6.472696263,1987,5.566734663
74,3,,"Chicken, uncooked - whole chicken or chicken pieces",,,p,Low,13.12587338,6.12452762,,,2.179384185,1987,31.23064428
77,3,,"Other poultry, uncooked (including frozen)",,,p,High,18.7980818,-3.525841275,,,7.393034908,1987,5.906954036
7703,4,,,"Turkey, uncooked - whole turkey or turkey pieces",,p,High,35.14801555,6.259091941,,,8.884329609,1987,5.415076411
7704,4,,,"Poultry other than chicken or turkey, uncooked",,p,Very High,-31.7350752,-38.29450998,,DOWN,11.6374887,1987,0.491877625
78,3,,"Other fresh, chilled and frozen meat",,,p,Very High,-48.60164681,145.3907108,,,26.39471095,1987,0.166285778
79,3,,"Sausages, uncooked - pork",,,p,Medium,9.149814716,10.51136032,,,2.507923811,1987,7.272227291
80,3,,"Sausages, uncooked - beef and other sausages",,,p,Very High,3.927387229,-0.597591017,,,9.385822605,1987,7.358596145
83,3,,"Meat pies and sausage rolls, ready to eat",,,p,Medium,-4.893899307,3.39968859,,,3.95962215,1987,5.018235357
8302,4,,,"Meat pies, ready to eat",,p,High,-7.442880633,13.81027813,,,5.548343117,1987,3.827485406
8303,4,,,"Sausage rolls, ready to eat",,p,Medium,-1.63142583,-6.860631666,,,5.255468549,1987,1.190749951
84,3,,"Meat pies, pasties and puddings, frozen or not frozen",,,p,Medium,7.406754517,6.218903389,,,3.265608096,1987,6.9771797
85,3,,"Burgers, frozen or not frozen",,,p,Medium,10.21944662,21.51992493,,,3.889761667,1987,7.459875249
89,3,,Ready meals and convenience meat products,,,p,Low,2.856906445,5.479216291,,,2.083731545,1987,21.6753822
8901,4,,,"Complete meat-based ready meals, frozen or not frozen",,p,Medium,-3.8375991,0.000263125,,,3.214864872,1987,6.703466892
8902,4,,,"Other convenience meat products, frozen or not frozen",,p,Low,9.509984609,10.77581537,,,2.363383533,1987,14.97191531
93,3,,Pate and delicatessen type sausage,,,p,Medium,-8.107595165,6.088202161,,,3.744031464,1987,6.396391125
9301,4,,,Pate,,p,High,-2.03891342,15.09442363,,,6.175821105,1987,
9302,4,,,Delicatessen type sausages,,p,Medium,-9.155050816,4.565306866,,,4.24114341,1987,6.396391125
94,3,,Meat pastes and spreads,,,p,Very High,-50.71209797,-38.14666482,,,14.09735285,1987,1.542288141
95,3,,Takeaway meats,,,p,Medium,10.36160673,-23.24976773,yes,DOWN,4.180911576,1987,21.79370184
9501,4,,,Takeaway meat pies and pasties,,p,Very High,7.339967088,-33.18004137,,,16.12631529,1987,1.4343341
9502,4,,,Takeaway burger and bun,,p,High,9.809685971,-6.423706617,,,8.199500667,1987,2.239916309
9503,4,,,Takeaway kebabs,,p,Very High,39.64196215,-2.92950364,,,9.954210078,1987,2.192081595
9504,4,,,Takeaway sausages and saveloys,,p,Very High,53.3293105,-6.674199364,,,18.91050783,1987,0.534963957
9505,4,,,Takeaway meat based meals,,p,Medium,2.062038087,-32.19047088,yes,DOWN,4.946834853,1987,15.39240588
9506,4,,,Takeaway miscellaneous meats,,p,Very High,79.69493798,27.19711708,,,37.75148277,1987,
100123,2,Fish,,,,p,Low,-0.254628588,-2.023755114,,,2.031828766,1987,54.10617983
102,3,,"White fish, fresh, chilled or frozen",,,p,High,-4.489522652,12.22474209,,,5.908871648,1987,15.73764206
10201,4,,,"White fish, fresh or chilled",,p,High,-8.189118116,-1.793379251,,,6.369383299,1987,9.667953225
10202,4,,,"White fish, frozen",,p,Very High,7.563640049,86.09206274,,,13.26234114,1987,6.069688837
106,3,,"Herrings and other blue fish, fresh, chilled or frozen",,,p,Very High,-6.869652686,-28.63279038,,,11.60358955,1987,0.911968326
10601,4,,,"Herrings and other blue fish, fresh or chilled",,p,Very High,6.888934454,-22.51003489,,,12.87025604,1987,0.911968326
10602,4,,,"Herrings and other blue fish, frozen",,p,Very High,-59.68978533,-60.44712293,,,26.6498739,1987,
107,3,,"Salmon, fresh, chilled or frozen",,,p,Medium,-9.52539242,9.532342914,,,4.332192483,1987,1.321100855
10701,4,,,"Salmon, fresh or chilled",,p,Medium,-8.28480776,16.90550481,,,4.469051536,1987,1.321100855
10702,4,,,"Salmon, frozen",,p,Very High,-33.61393192,-59.30995597,yes,DOWN,15.1885294,1987,
10801,3,,"Blue fish, dried or salted or smoked",,,p,High,-19.69790066,-11.67905254,,,5.059662347,1987,1.65070973
11401,3,,"White fish, dried, salted or smoked",,,p,High,-43.05908623,-50.29546189,yes,DOWN,9.057610121,1987,1.828834512
117,3,,Shellfish,,,p,Medium,26.51399952,19.47232688,,,5.000308377,1987,2.840777212
11702,4,,,"Shellfish, fresh or chilled",,p,High,28.67000339,19.50317692,,,6.348763888,1987,1.903320732
11703,4,,,"Shellfish, frozen",,p,High,22.70041379,19.415146,,,7.722456586,1987,0.93745648
118,3,,Takeaway fish,,,p,High,22.49005257,-17.49880142,,DOWN,6.096913913,1987,9.637950904
119,3,,"Salmon, tinned",,,p,Very High,-13.22443126,-30.14629502,,,10.71768378,1987,3.750744169
120,3,,Other tinned or bottled fish,,,p,Medium,-6.251909301,-25.0166959,yes,DOWN,3.641956744,1987,5.035221081
121,3,,Ready meals and other fish products - frozen or not frozen,,,p,Medium,3.046959974,-2.063196305,,,2.723899032,1987,10.10526402
123,3,,Takeaway fish meals and fish products,,,p,High,3.044688142,53.64071155,,,10.52715531,1987,1.285966966
12304,4,,,Takeaway fish products,,p,Very High,-0.431156679,13.20445868,,,16.45726924,1987,0.263788096
12305,4,,,Takeaway fish based meals,,p,Very High,3.762203219,65.33944299,,,11.33568588,1987,1.02217887
12901,2,Eggs,,,,p,Low,28.69359194,21.27337883,yes,UP,1.836210352,1987,18.83147824
135148,2,Fats,,,,p,Low,31.49896935,23.57315509,yes,UP,1.787139399,1987,33.73313208
13501,3,,Butter,,,p,Medium,25.49015593,19.65544395,yes,,2.778849868,1987,11.13374662
138,3,,Margarine,,,p,Medium,41.38037757,35.35134372,yes,UP,3.415577663,1987,10.69402951
13801,4,,,Soft margarine,,p,Medium,40.58224611,32.88052924,yes,UP,3.511822647,1987,8.954743092
13802,4,,,Other margarine,,p,Very High,57.79624554,105.3028326,,,14.35632178,1987,1.739286421
139,3,,"Lard, cooking fat",,,p,Very High,69.65639014,18.66248682,,,11.83019313,1987,2.401848043
143,3,,Vegetable and salad oils,,,p,Medium,38.12409711,28.19033065,yes,,4.009123907,1987,3.014032136
14304,4,,,Olive oil,,p,High,19.83622626,17.92594198,,,5.926929612,1987,0.602806427
14305,4,,,Other vegetable and salad oils,,p,Medium,56.76083154,37.51494481,yes,UP,4.981397151,1987,2.411225709
148,3,,All other fats,,,p,Medium,21.90288746,11.67134517,,,3.129048179,1987,6.489475763
14802,4,,,Reduced fat spreads,,p,Medium,24.54805503,13.82261228,,,4.024711547,1987,1.974410661
14803,4,,,Low fat spreads,,p,High,16.44006622,13.73648912,,,7.250353697,1987,3.049908691
14805,4,,,Suet and dripping,,p,Very High,9.785627506,-12.76546235,,,14.9262165,1987,0.24907659
14807,4,,,Imitatation cream,,p,High,23.23945927,11.35397139,,,6.575953918,1987,1.216079822
150154,2,Sugar and preserves,,,,p,Medium,-4.188456933,5.242950307,,,2.773115765,1987,20.59343162
150,3,,Sugar,,,p,Medium,8.917612832,9.858893748,,,3.440238204,1987,13.79711461
151,3,,Jams and fruit curds,,,p,Medium,-24.77470891,-8.794442375,,,5.025953161,1987,3.009690664
152,3,,Marmalade,,,p,High,24.82435828,14.71783872,,,6.806636466,1987,2.12762012
153,3,,"Syrup, treacle",,,p,High,-12.30083511,20.11348894,,,7.291206623,1987,0.457574186
154,3,,Honey,,,p,High,-2.307114531,2.527187327,,,7.308167604,1987,1.201432034
t4,1,"Fresh and processed fruit and vegetables, including potatoes",,,,p,Low,2.590959755,0.914360435,,,1.124094135,1987,240.0370739
cat730,1,"Fresh and processed vegetables, including potatoes",,,,p,Very Low,8.640549137,4.601298576,,,1.018690555,1987,159.2603662
cat701,1,Fresh and processed potatoes,,,,p,Low,16.42533554,8.367573442,yes,,1.284062987,1987,62.72004727
155155,3,,Fresh potatoes,,,p,Low,18.12241973,-4.591484145,,DOWN,1.756534475,1987,24.24808492
15505,4,,,Fresh new potatoes [note 7],,p,Medium,28.29772878,5.229532479,,,3.527685485,1987,9.543271727
15506,4,,,Fresh baking potatoes [note 7],,p,Medium,38.50765617,1.891651846,,,4.101057247,1987,7.175053166
15504,4,,,Other fresh potatoes [note 7],,p,Low,8.826321279,-10.06832779,,DOWN,2.177335479,1987,7.529760022
cat710,2,,Processed potatoes,,,p,Low,16.02171249,12.0528916,yes,UP,1.5021303,1987,38.47196236
197,3,,,Chips and takeaway chips,,p,Medium,25.55501368,-3.106119678,,,2.49083888,1987,18.66856993
19702,4,,,,Chips - frozen or not frozen,p,Low,21.53767316,23.28053573,yes,UP,2.518107728,1987,9.171154151
19703,4,,,,Takeaway chips,p,Medium,29.94929259,-20.51138783,yes,DOWN,4.168927221,1987,9.497415781
198,3,,,Instant potato,,p,Very High,96.34378236,-18.56604077,,,26.91690615,1987,0.390472148
199,3,,,Canned potatoes,,p,Very High,22.42250084,-53.55490104,yes,DOWN,13.33002361,1987,0.473637338
200,3,,,Crisps and potato snacks,,p,Low,11.55624055,27.30182232,yes,UP,1.88524334,1987,16.01305186
201,3,,,"Other potato products, frozen or not frozen",,p,Medium,9.954610515,8.627466136,,,3.059231828,1987,2.926231076
cat811,1,"Fresh and processed fruit and vegetables, excluding potatoes",,,,p,Very Low,-0.56609046,-0.90669597,,DOWN,1.114127013,1987,177.3170267
cat720,1,"Fresh and processed vegetables, excluding potatoes",,,,p,Very Low,5.042873572,2.771755505,,,1.25935025,1987,96.54031892
162171,2,,Fresh green vegetables,,,p,Low,3.073993575,0.479042362,,,1.681858079,1987,17.16571488
16201,3,,,Fresh cabbages,,p,Medium,7.530589804,5.589085398,,,3.840480224,1987,4.064982286
16301,3,,,Fresh brussels sprouts,,p,High,-8.373157903,-11.6402154,,,5.414177696,1987,1.690660237
16401,3,,,Fresh cauliflower,,p,Medium,6.841517191,0.776111806,,,2.547758739,1987,3.357108525
167,3,,,Leafy salads fresh,,p,Low,1.351047967,5.682745103,,,2.148092465,1987,5.669710622
16701,4,,,,Lettuce and leafy salads,p,Low,5.660826922,7.316026992,,,2.767933318,1987,5.669710622
16702,4,,,,Prepared lettuce salads,p,Medium,-1.057763356,4.731366456,,,2.919646267,1987,
168,3,,,Fresh peas,,p,High,5.539225794,-17.05258491,,,5.98655507,1987,0.259846432
169,3,,,Fresh beans,,p,Medium,-7.26059236,-11.20499527,,,3.752347206,1987,0.869398998
171,3,,,Other fresh green vegetables,,p,Medium,10.48794908,0.763557073,,,4.368788542,1987,1.254007782
172183,2,,Other fresh vegetables,,,p,Low,4.065664395,-0.242713157,,,1.443961972,1987,38.97294373
172,3,,,Fresh carrots,,p,Low,3.400578923,-14.44263321,yes,DOWN,2.35569531,1987,4.937110711
173,3,,,Fresh turnips and swede,,p,High,15.63314939,-8.079466618,,,6.617192902,1987,1.362079296
174,3,,,Other fresh root vegetables,,p,Medium,-6.458990954,-7.560910213,,,4.243778469,1987,1.329510186
175,3,,,"Fresh onions, leeks and shallots",,p,Low,16.25798263,3.848997053,,,2.230145879,1987,5.313040572
176,3,,,Fresh cucumbers,,p,Low,25.86384448,11.44826395,,,2.448347734,1987,3.663626972
177,3,,,Fresh mushrooms,,p,Low,1.215232997,-3.200954465,,,2.223908501,1987,5.718986017
178,3,,,Fresh tomatoes,,p,Low,-0.075160537,0.545762149,,,2.094713021,1987,11.28350499
183,3,,,Miscellaneous fresh vegtables,,p,Low,1.546729372,0.622749299,,,1.958375422,1987,5.365084984
18301,4,,,,"Fresh vegetable stewpack, stirfry pack etc.",p,Medium,-13.24079003,-20.06795004,yes,DOWN,4.981274792,1987,0.884799853
18302,4,,,,Fresh stem vegetables,p,Medium,-6.668710374,1.465981683,,,3.4783801,1987,1.203062692
18303,4,,,,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",p,Low,3.000800814,0.615598061,,,2.35626687,1987,2.584667722
18304,4,,,,Fresh herbs,p,Medium,25.37191494,23.96732311,yes,,3.488752393,1987,0.692554717
cat702,2,,Processed vegetables excluding processed potatoes,,,p,Low,7.236623576,7.818212418,,,1.814768494,1987,40.40166031
184,3,,,"Tomatoes, canned or bottled",,p,High,29.51865905,15.93048061,,,4.610733792,1987,2.619454595
185,3,,,"Peas, canned",,p,High,3.925195101,-8.050491645,,,5.400679375,1987,3.275960385
188,3,,,Beans canned,,p,Medium,13.45076466,17.57747027,yes,UP,2.68526897,1987,9.112868846
18802,4,,,,Baked beans in sauce,p,Medium,7.97873785,6.391125937,,,3.010831004,1987,8.110453273
18803,4,,,,Other canned beans and pulses,p,High,25.49640389,46.81509517,yes,UP,5.145857364,1987,1.002415573
191,3,,,Other canned vegetables,,p,Medium,-0.372642753,,,,4.866696691,1987,3.30465931
192,3,,,Dried pulses other than air-dried,,p,Very High,-0.924001979,71.02833848,,,14.85289196,1987,1.287034245
195,3,,,Air-dried vegetables,,p,Very High,-12.5335883,48.24409731,,,14.0815896,1987,0.131194025
196,3,,,Vegetable juices and purees,,p,High,42.62037612,26.88358807,,,6.226791772,1987,0.770497628
19602,4,,,,Tomato puree and vegetable purees,p,High,39.85638348,34.08801068,yes,,5.784817162,1987,0.539348339
19603,4,,,,"Vegetable juices eg tomato juice, carrot juice",p,Very High,53.55811291,6.299145112,,,18.91992422,1987,0.231149288
203,3,,,"Peas, frozen",,p,Medium,15.22384319,-2.765712407,,,4.057962825,1987,4.911899254
204,3,,,"Beans, frozen",,p,Very High,107.5869435,53.21159249,,,11.66453258,1987,1.751120762
206,3,,,Ready meals and other vegetable products (inc takeaways),,p,Low,-0.715938902,1.817603756,,,2.583336525,1987,7.303543734
20601,4,,,,"Ready meals and other vegetable products, frozen or not frozen",p,Medium,3.375492242,8.913133137,,,2.588634593,1987,5.76979955
20604,4,,,,All vegetable takeaway products,p,High,-16.40644451,-22.21525644,,DOWN,6.368788993,1987,1.533744184
208,3,,,Other frozen vegetables,,p,Medium,39.09651159,,,,4.095252358,1987,5.93342753
cat810,1,Fresh and processed fruit,,,,p,Low,-6.037544928,-4.629231993,,DOWN,1.284720387,1987,80.77670774
210231,2,,Fresh fruit,,,p,Low,-6.823999764,-8.513301212,yes,DOWN,1.396493357,1987,48.85273684
210,3,,,Fresh oranges,,p,Medium,-2.296280646,8.080054343,,,4.351749622,1987,5.511000358
214,3,,,Other fresh citrus fruits,,p,Low,-5.709045398,-11.28746356,,DOWN,2.404449296,1987,4.873135985
217,3,,,Fresh apples,,p,Low,-21.92565562,-20.7654913,yes,DOWN,2.131440432,1987,14.06535503
218,3,,,Fresh pears,,p,Medium,-5.377604307,-12.38699624,,DOWN,3.751374182,1987,2.409380699
221,3,,,Fresh stone fruit,,p,Medium,-4.022610006,-12.66711542,,DOWN,2.748696937,1987,4.808236012
222,3,,,Fresh grapes,,p,Medium,-7.960521279,-6.059234431,,,2.519658848,1987,3.19332593
227,3,,,Other fresh soft fruit,,p,Low,-8.50331745,-2.552674296,,,2.235727434,1987,2.029668766
228,3,,,Fresh bananas,,p,Low,-0.651758519,-13.87635526,yes,DOWN,1.58546289,1987,9.436043809
229,3,,,Fresh melons,,p,High,-3.230518928,-9.35753912,,,4.788240051,1987,1.225173179
231,3,,,Other fresh fruit,,p,Medium,14.31646257,7.753423568,,,3.939153484,1987,1.301417078
233248,2,,Processed fruit and fruit products,,,p,Low,-4.332311124,4.763404971,,,1.811688578,1987,31.9239709
