code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator,percent_change_2021_22,percent_change_2019_20,significance,trend_2019_20,reliability_3yr_se,year,expenditure
2206,4,,,Soft natural cheese,,p,Medium,11.88806384,16.81036127,yes,,2.848293776,1995,3.4981086
2301,3,,Processed cheese,,,p,Medium,13.74754542,34.38620124,yes,UP,3.850343899,1995,4.590658043
31041,2,Carcase meat,,,,p,Low,-1.503902046,-8.303600479,,DOWN,2.677728062,1995,100.6084133
31,3,,Beef and veal,,,p,Low,-2.211987192,-7.500551378,,DOWN,2.970453093,1995,53.23145606
3102,4,,,Beef joints - on the bone,,p,Very High,-64.07939541,-58.18550874,,,42.73541364,1995,1.600339199
3103,4,,,Beef joints - boned,,p,High,-17.86120953,-4.98803054,,,6.456036896,1995,14.59196795
3104,4,,,Beef steak - less expensive,,p,Medium,-4.931626044,9.11860696,,,4.54702647,1995,9.512943342
3105,4,,,Beef steak - more expensive,,p,High,-9.370153051,-21.86787619,,DOWN,6.490757999,1995,13.73957073
3106,4,,,Minced beef,,p,Medium,15.35112373,-1.755318928,,,3.24431667,1995,13.55021545
3107,4,,,All other beef and veal,,p,Very High,304.0002048,10.9767159,,,58.04389391,1995,0.236419384
36,3,,Mutton and lamb,,,p,High,-1.490039181,-20.55070249,,DOWN,5.970417223,1995,22.43005647
3601,4,,,Mutton,,p,Very High,14.48559034,-38.47596544,,,36.66097973,1995,0.249975721
3602,4,,,Lamb joints,,p,Very High,9.790524256,-14.67238206,,,9.21811683,1995,10.7512984
3603,4,,,Lamb chops,,p,High,-18.23360668,-11.78918101,,,8.67483561,1995,9.174250291
3604,4,,,All other lamb,,p,High,4.685116078,-42.57949382,,,15.50511624,1995,2.254532061
41,3,,Pork,,,p,Medium,1.042562067,5.501678969,,,3.646050121,1995,24.94690078
4101,4,,,Pork joints,,p,High,-18.4504817,1.45871536,,,6.407215374,1995,7.895077121
4102,4,,,Pork chops,,p,High,27.66715436,-9.715547709,,,8.053774612,1995,10.44898174
4103,4,,,Pork fillets and steaks,,p,Medium,1.914885979,5.17673209,,,5.088123865,1995,4.077857148
4104,4,,,All other pork,,p,High,19.4484542,20.74230202,,,7.100355132,1995,2.524984762
46095,2,Non-carcase meat and meat products,,,,p,Very Low,7.160462506,-0.018766395,,,1.216973702,1995,301.3112087
46,3,,Liver,,,p,Very High,-40.1495376,-11.62725898,,,13.47210092,1995,2.749494187
4603,4,,,Ox liver,,p,Very High,-19.62262809,-49.76358295,,,47.51440262,1995,0.175083003
4604,4,,,Lambs liver,,p,Very High,55.21563458,17.62955303,,,18.7340963,1995,1.703431597
4605,4,,,Pigs liver,,p,Very High,-67.18942437,65.82833659,,,26.27590384,1995,0.740712406
4607,4,,,All other liver,,p,Very High,-79.73423815,-66.19458219,,,24.76947642,1995,0.130267181
51,3,,All offal other than liver,,,p,Very High,238.3493296,94.11080767,,,21.39304024,1995,0.830129743
55,3,,"Bacon and ham, uncooked",,,p,Low,10.2647188,-1.893967537,,,2.430242064,1995,31.67256658
5502,4,,,"Bacon and ham joints, uncooked",,p,High,-6.278032424,-22.71388149,,DOWN,5.470671929,1995,8.149453098
5505,4,,,"Bacon and ham rashers, uncooked",,p,Low,15.86466073,5.919028628,,,2.432353647,1995,23.52311348
58,3,,"Bacon and ham, cooked",,,p,Low,0.104069316,3.558289204,,,2.008375487,1995,21.53968413
59,3,,Cooked poultry not purchased in cans,,,p,Medium,18.16182154,-8.576213588,,,3.89647798,1995,12.69371977
5903,4,,,"Chicken and turkey, cooked",,p,Medium,0.033376428,-11.3907859,,,3.392303838,1995,9.732559349
5904,4,,,Takeaway chicken,,p,High,57.50626425,-4.390147163,,,8.530309324,1995,2.961160424
62,3,,"Corned beef, canned or sliced",,,p,Medium,-1.026796537,-9.005184262,,,4.732987725,1995,5.382862681
66,3,,Other cooked meat,,,p,Medium,3.760286217,17.89185241,,,3.964209413,1995,5.447970375
71,3,,Other canned meat and canned meat products,,,p,High,20.60969028,-3.965766359,,,6.472696263,1995,6.868666863
74,3,,"Chicken, uncooked - whole chicken or chicken pieces",,,p,Low,13.12587338,6.12452762,,,2.179384185,1995,40.88963154
77,3,,"Other poultry, uncooked (including frozen)",,,p,High,18.7980818,-3.525841275,,,7.393034908,1995,7.478240166
7703,4,,,"Turkey, uncooked - whole turkey or turkey pieces",,p,High,35.14801555,6.259091941,,,8.884329609,1995,6.666843046
7704,4,,,"Poultry other than chicken or turkey, uncooked",,p,Very High,-31.7350752,-38.29450998,,DOWN,11.6374887,1995,0.811397121
78,3,,"Other fresh, chilled and frozen meat",,,p,Very High,-48.60164681,145.3907108,,,26.39471095,1995,0.413616976
79,3,,"Sausages, uncooked - pork",,,p,Medium,9.149814716,10.51136032,,,2.507923811,1995,11.11839451
80,3,,"Sausages, uncooked - beef and other sausages",,,p,Very High,3.927387229,-0.597591017,,,9.385822605,1995,5.077203879
83,3,,"Meat pies and sausage rolls, ready to eat",,,p,Medium,-4.893899307,3.39968859,,,3.95962215,1995,7.124217557
8302,4,,,"Meat pies, ready to eat",,p,High,-7.442880633,13.81027813,,,5.548343117,1995,4.908404041
8303,4,,,"Sausage rolls, ready to eat",,p,Medium,-1.63142583,-6.860631666,,,5.255468549,1995,2.215813516
84,3,,"Meat pies, pasties and puddings, frozen or not frozen",,,p,Medium,7.406754517,6.218903389,,,3.265608096,1995,9.440108664
85,3,,"Burgers, frozen or not frozen",,,p,Medium,10.21944662,21.51992493,,,3.889761667,1995,11.02075996
89,3,,Ready meals and convenience meat products,,,p,Low,2.856906445,5.479216291,,,2.083731545,1995,45.43964416
8901,4,,,"Complete meat-based ready meals, frozen or not frozen",,p,Medium,-3.8375991,0.000263125,,,3.214864872,1995,13.6189323
8902,4,,,"Other convenience meat products, frozen or not frozen",,p,Low,9.509984609,10.77581537,,,2.363383533,1995,31.82071186
93,3,,Pate and delicatessen type sausage,,,p,Medium,-8.107595165,6.088202161,,,3.744031464,1995,8.710713209
9301,4,,,Pate,,p,High,-2.03891342,15.09442363,,,6.175821105,1995,3.021289186
9302,4,,,Delicatessen type sausages,,p,Medium,-9.155050816,4.565306866,,,4.24114341,1995,5.689424023
94,3,,Meat pastes and spreads,,,p,Very High,-50.71209797,-38.14666482,,,14.09735285,1995,1.918974291
95,3,,Takeaway meats,,,p,Medium,10.36160673,-23.24976773,yes,DOWN,4.180911576,1995,65.49460941
9501,4,,,Takeaway meat pies and pasties,,p,Very High,7.339967088,-33.18004137,,,16.12631529,1995,3.976754373
9502,4,,,Takeaway burger and bun,,p,High,9.809685971,-6.423706617,,,8.199500667,1995,6.396295319
9503,4,,,Takeaway kebabs,,p,Very High,39.64196215,-2.92950364,,,9.954210078,1995,6.847333234
9504,4,,,Takeaway sausages and saveloys,,p,Very High,53.3293105,-6.674199364,,,18.91050783,1995,1.416416604
9505,4,,,Takeaway meat based meals,,p,Medium,2.062038087,-32.19047088,yes,DOWN,4.946834853,1995,46.23532505
9506,4,,,Takeaway miscellaneous meats,,p,Very High,79.69493798,27.19711708,,,37.75148277,1995,0.622484839
100123,2,Fish,,,,p,Low,-0.254628588,-2.023755114,,,2.031828766,1995,75.02334736
102,3,,"White fish, fresh, chilled or frozen",,,p,High,-4.489522652,12.22474209,,,5.908871648,1995,18.13140683
10201,4,,,"White fish, fresh or chilled",,p,High,-8.189118116,-1.793379251,,,6.369383299,1995,10.28387865
10202,4,,,"White fish, frozen",,p,Very High,7.563640049,86.09206274,,,13.26234114,1995,7.847528182
106,3,,"Herrings and other blue fish, fresh, chilled or frozen",,,p,Very High,-6.869652686,-28.63279038,,,11.60358955,1995,1.820162157
10601,4,,,"Herrings and other blue fish, fresh or chilled",,p,Very High,6.888934454,-22.51003489,,,12.87025604,1995,1.820162157
10602,4,,,"Herrings and other blue fish, frozen",,p,Very High,-59.68978533,-60.44712293,,,26.6498739,1995,
107,3,,"Salmon, fresh, chilled or frozen",,,p,Medium,-9.52539242,9.532342914,,,4.332192483,1995,3.309300436
10701,4,,,"Salmon, fresh or chilled",,p,Medium,-8.28480776,16.90550481,,,4.469051536,1995,3.309300436
10702,4,,,"Salmon, frozen",,p,Very High,-33.61393192,-59.30995597,yes,DOWN,15.1885294,1995,
10801,3,,"Blue fish, dried or salted or smoked",,,p,High,-19.69790066,-11.67905254,,,5.059662347,1995,2.64438981
11401,3,,"White fish, dried, salted or smoked",,,p,High,-43.05908623,-50.29546189,yes,DOWN,9.057610121,1995,2.482980836
117,3,,Shellfish,,,p,Medium,26.51399952,19.47232688,,,5.000308377,1995,5.919457765
11702,4,,,"Shellfish, fresh or chilled",,p,High,28.67000339,19.50317692,,,6.348763888,1995,3.966036703
11703,4,,,"Shellfish, frozen",,p,High,22.70041379,19.415146,,,7.722456586,1995,1.953421063
118,3,,Takeaway fish,,,p,High,22.49005257,-17.49880142,,DOWN,6.096913913,1995,10.98106911
119,3,,"Salmon, tinned",,,p,Very High,-13.22443126,-30.14629502,,,10.71768378,1995,3.780502298
120,3,,Other tinned or bottled fish,,,p,Medium,-6.251909301,-25.0166959,yes,DOWN,3.641956744,1995,6.429962023
121,3,,Ready meals and other fish products - frozen or not frozen,,,p,Medium,3.046959974,-2.063196305,,,2.723899032,1995,10.84898611
123,3,,Takeaway fish meals and fish products,,,p,High,3.044688142,53.64071155,,,10.52715531,1995,8.675129993
12304,4,,,Takeaway fish products,,p,Very High,-0.431156679,13.20445868,,,16.45726924,1995,0.987212771
12305,4,,,Takeaway fish based meals,,p,Very High,3.762203219,65.33944299,,,11.33568588,1995,7.687917222
12901,2,Eggs,,,,p,Low,28.69359194,21.27337883,yes,UP,1.836210352,1995,15.93290956
135148,2,Fats,,,,p,Low,31.49896935,23.57315509,yes,UP,1.787139399,1995,37.47073029
13501,3,,Butter,,,p,Medium,25.49015593,19.65544395,yes,,2.778849868,1995,9.656346229
138,3,,Margarine,,,p,Medium,41.38037757,35.35134372,yes,UP,3.415577663,1995,4.769589071
13801,4,,,Soft margarine,,p,Medium,40.58224611,32.88052924,yes,UP,3.511822647,1995,4.526699245
13802,4,,,Other margarine,,p,Very High,57.79624554,105.3028326,,,14.35632178,1995,0.242889826
139,3,,"Lard, cooking fat",,,p,Very High,69.65639014,18.66248682,,,11.83019313,1995,1.185067643
143,3,,Vegetable and salad oils,,,p,Medium,38.12409711,28.19033065,yes,,4.009123907,1995,5.920971926
14304,4,,,Olive oil,,p,High,19.83622626,17.92594198,,,5.926929612,1995,1.184194385
14305,4,,,Other vegetable and salad oils,,p,Medium,56.76083154,37.51494481,yes,UP,4.981397151,1995,4.736777541
148,3,,All other fats,,,p,Medium,21.90288746,11.67134517,,,3.129048179,1995,15.93875542
14802,4,,,Reduced fat spreads,,p,Medium,24.54805503,13.82261228,,,4.024711547,1995,9.112440825
14803,4,,,Low fat spreads,,p,High,16.44006622,13.73648912,,,7.250353697,1995,4.596221212
14805,4,,,Suet and dripping,,p,Very High,9.785627506,-12.76546235,,,14.9262165,1995,0.319202601
14807,4,,,Imitatation cream,,p,High,23.23945927,11.35397139,,,6.575953918,1995,1.910890783
150154,2,Sugar and preserves,,,,p,Medium,-4.188456933,5.242950307,,,2.773115765,1995,20.08105909
150,3,,Sugar,,,p,Medium,8.917612832,9.858893748,,,3.440238204,1995,11.85732414
151,3,,Jams and fruit curds,,,p,Medium,-24.77470891,-8.794442375,,,5.025953161,1995,3.617642676
152,3,,Marmalade,,,p,High,24.82435828,14.71783872,,,6.806636466,1995,2.672864454
153,3,,"Syrup, treacle",,,p,High,-12.30083511,20.11348894,,,7.291206623,1995,0.414726904
154,3,,Honey,,,p,High,-2.307114531,2.527187327,,,7.308167604,1995,1.518500919
t4,1,"Fresh and processed fruit and vegetables, including potatoes",,,,p,Low,2.590959755,0.914360435,,,1.124094135,1995,370.1865937
cat730,1,"Fresh and processed vegetables, including potatoes",,,,p,Very Low,8.640549137,4.601298576,,,1.018690555,1995,252.5652582
cat701,1,Fresh and processed potatoes,,,,p,Low,16.42533554,8.367573442,yes,,1.284062987,1995,110.2493932
155155,3,,Fresh potatoes,,,p,Low,18.12241973,-4.591484145,,DOWN,1.756534475,1995,38.73071288
15505,4,,,Fresh new potatoes [note 7],,p,Medium,28.29772878,5.229532479,,,3.527685485,1995,16.22486957
15506,4,,,Fresh baking potatoes [note 7],,p,Medium,38.50765617,1.891651846,,,4.101057247,1995,10.73148968
15504,4,,,Other fresh potatoes [note 7],,p,Low,8.826321279,-10.06832779,,DOWN,2.177335479,1995,11.77435364
cat710,2,,Processed potatoes,,,p,Low,16.02171249,12.0528916,yes,UP,1.5021303,1995,71.5186803
197,3,,,Chips and takeaway chips,,p,Medium,25.55501368,-3.106119678,,,2.49083888,1995,34.11520578
19702,4,,,,Chips - frozen or not frozen,p,Low,21.53767316,23.28053573,yes,UP,2.518107728,1995,18.07572153
19703,4,,,,Takeaway chips,p,Medium,29.94929259,-20.51138783,yes,DOWN,4.168927221,1995,16.03948424
198,3,,,Instant potato,,p,Very High,96.34378236,-18.56604077,,,26.91690615,1995,0.572091987
199,3,,,Canned potatoes,,p,Very High,22.42250084,-53.55490104,yes,DOWN,13.33002361,1995,0.929967352
200,3,,,Crisps and potato snacks,,p,Low,11.55624055,27.30182232,yes,UP,1.88524334,1995,29.72708115
201,3,,,"Other potato products, frozen or not frozen",,p,Medium,9.954610515,8.627466136,,,3.059231828,1995,6.174334034
cat811,1,"Fresh and processed fruit and vegetables, excluding potatoes",,,,p,Very Low,-0.56609046,-0.90669597,,DOWN,1.114127013,1995,259.9372005
cat720,1,"Fresh and processed vegetables, excluding potatoes",,,,p,Very Low,5.042873572,2.771755505,,,1.25935025,1995,142.3158651
162171,2,,Fresh green vegetables,,,p,Low,3.073993575,0.479042362,,,1.681858079,1995,27.464541
16201,3,,,Fresh cabbages,,p,Medium,7.530589804,5.589085398,,,3.840480224,1995,4.214941508
16301,3,,,Fresh brussels sprouts,,p,High,-8.373157903,-11.6402154,,,5.414177696,1995,1.412596031
16401,3,,,Fresh cauliflower,,p,Medium,6.841517191,0.776111806,,,2.547758739,1995,8.648309655
167,3,,,Leafy salads fresh,,p,Low,1.351047967,5.682745103,,,2.148092465,1995,9.376050919
16701,4,,,,Lettuce and leafy salads,p,Low,5.660826922,7.316026992,,,2.767933318,1995,9.376050919
16702,4,,,,Prepared lettuce salads,p,Medium,-1.057763356,4.731366456,,,2.919646267,1995,
168,3,,,Fresh peas,,p,High,5.539225794,-17.05258491,,,5.98655507,1995,1.036282916
169,3,,,Fresh beans,,p,Medium,-7.26059236,-11.20499527,,,3.752347206,1995,2.242349129
171,3,,,Other fresh green vegetables,,p,Medium,10.48794908,0.763557073,,,4.368788542,1995,0.534010839
172183,2,,Other fresh vegetables,,,p,Low,4.065664395,-0.242713157,,,1.443961972,1995,57.56730521
172,3,,,Fresh carrots,,p,Low,3.400578923,-14.44263321,yes,DOWN,2.35569531,1995,6.001181427
173,3,,,Fresh turnips and swede,,p,High,15.63314939,-8.079466618,,,6.617192902,1995,1.797767346
174,3,,,Other fresh root vegetables,,p,Medium,-6.458990954,-7.560910213,,,4.243778469,1995,2.197653224
175,3,,,"Fresh onions, leeks and shallots",,p,Low,16.25798263,3.848997053,,,2.230145879,1995,8.892694258
176,3,,,Fresh cucumbers,,p,Low,25.86384448,11.44826395,,,2.448347734,1995,4.73147728
177,3,,,Fresh mushrooms,,p,Low,1.215232997,-3.200954465,,,2.223908501,1995,9.885322871
178,3,,,Fresh tomatoes,,p,Low,-0.075160537,0.545762149,,,2.094713021,1995,11.96338862
183,3,,,Miscellaneous fresh vegtables,,p,Low,1.546729372,0.622749299,,,1.958375422,1995,12.09782018
18301,4,,,,"Fresh vegetable stewpack, stirfry pack etc.",p,Medium,-13.24079003,-20.06795004,yes,DOWN,4.981274792,1995,1.995150041
18302,4,,,,Fresh stem vegetables,p,Medium,-6.668710374,1.465981683,,,3.4783801,1995,2.712806258
18303,4,,,,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",p,Low,3.000800814,0.615598061,,,2.35626687,1995,5.828210629
18304,4,,,,Fresh herbs,p,Medium,25.37191494,23.96732311,yes,,3.488752393,1995,1.561653255
cat702,2,,Processed vegetables excluding processed potatoes,,,p,Low,7.236623576,7.818212418,,,1.814768494,1995,57.28401886
184,3,,,"Tomatoes, canned or bottled",,p,High,29.51865905,15.93048061,,,4.610733792,1995,2.815857852
185,3,,,"Peas, canned",,p,High,3.925195101,-8.050491645,,,5.400679375,1995,3.117441088
188,3,,,Beans canned,,p,Medium,13.45076466,17.57747027,yes,UP,2.68526897,1995,7.927442417
18802,4,,,,Baked beans in sauce,p,Medium,7.97873785,6.391125937,,,3.010831004,1995,7.065578883
18803,4,,,,Other canned beans and pulses,p,High,25.49640389,46.81509517,yes,UP,5.145857364,1995,0.861863534
191,3,,,Other canned vegetables,,p,Medium,-0.372642753,,,,4.866696691,1995,3.778536823
192,3,,,Dried pulses other than air-dried,,p,Very High,-0.924001979,71.02833848,,,14.85289196,1995,0.735076915
195,3,,,Air-dried vegetables,,p,Very High,-12.5335883,48.24409731,,,14.0815896,1995,0.14512051
196,3,,,Vegetable juices and purees,,p,High,42.62037612,26.88358807,,,6.226791772,1995,0.973623276
19602,4,,,,Tomato puree and vegetable purees,p,High,39.85638348,34.08801068,yes,,5.784817162,1995,0.681536293
19603,4,,,,"Vegetable juices eg tomato juice, carrot juice",p,Very High,53.55811291,6.299145112,,,18.91992422,1995,0.292086983
203,3,,,"Peas, frozen",,p,Medium,15.22384319,-2.765712407,,,4.057962825,1995,5.091585973
204,3,,,"Beans, frozen",,p,Very High,107.5869435,53.21159249,,,11.66453258,1995,1.610411269
206,3,,,Ready meals and other vegetable products (inc takeaways),,p,Low,-0.715938902,1.817603756,,,2.583336525,1995,21.16429494
20601,4,,,,"Ready meals and other vegetable products, frozen or not frozen",p,Medium,3.375492242,8.913133137,,,2.588634593,1995,14.82623991
20604,4,,,,All vegetable takeaway products,p,High,-16.40644451,-22.21525644,,DOWN,6.368788993,1995,6.33805503
208,3,,,Other frozen vegetables,,p,Medium,39.09651159,,,,4.095252358,1995,9.924627798
cat810,1,Fresh and processed fruit,,,,p,Low,-6.037544928,-4.629231993,,DOWN,1.284720387,1995,117.6213354
210231,2,,Fresh fruit,,,p,Low,-6.823999764,-8.513301212,yes,DOWN,1.396493357,1995,77.99836071
210,3,,,Fresh oranges,,p,Medium,-2.296280646,8.080054343,,,4.351749622,1995,6.302208276
214,3,,,Other fresh citrus fruits,,p,Low,-5.709045398,-11.28746356,,DOWN,2.404449296,1995,7.85997069
217,3,,,Fresh apples,,p,Low,-21.92565562,-20.7654913,yes,DOWN,2.131440432,1995,18.65976069
218,3,,,Fresh pears,,p,Medium,-5.377604307,-12.38699624,,DOWN,3.751374182,1995,4.469209348
221,3,,,Fresh stone fruit,,p,Medium,-4.022610006,-12.66711542,,DOWN,2.748696937,1995,6.985952185
222,3,,,Fresh grapes,,p,Medium,-7.960521279,-6.059234431,,,2.519658848,1995,7.587010704
227,3,,,Other fresh soft fruit,,p,Low,-8.50331745,-2.552674296,,,2.235727434,1995,5.002925385
228,3,,,Fresh bananas,,p,Low,-0.651758519,-13.87635526,yes,DOWN,1.58546289,1995,16.01020034
229,3,,,Fresh melons,,p,High,-3.230518928,-9.35753912,,,4.788240051,1995,2.515188085
231,3,,,Other fresh fruit,,p,Medium,14.31646257,7.753423568,,,3.939153484,1995,2.605935014
233248,2,,Processed fruit and fruit products,,,p,Low,-4.332311124,4.763404971,,,1.811688578,1995,39.62297471
233,3,,,"Tinned peaches, pears and pineapples",,p,High,-20.24561881,-39.02816088,yes,DOWN,7.677417615,1995,3.016267905
236,3,,,All other tinned or bottled fruit,,p,Medium,-12.15861477,4.338466696,,,4.878329762,1995,4.040777942
240,3,,,Dried fruit,,p,Medium,-12.72881858,-8.167390952,,,4.640149935,1995,5.110782024
241,3,,,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",,p,High,-11.98538999,16.09207489,,,6.52667528,1995,0.503084027
245,3,,,"Nuts, edible seeds and peanut butter",,p,Medium,-9.971091829,-5.385812154,,,3.021992818,1995,6.84459334
24502,4,,,,Nuts and edible seeds,p,Medium,-10.31054265,-6.854691506,,,3.245544002,1995,5.954796206
24503,4,,,,Peanut butter,p,High,-7.421153159,6.880248097,,,6.347317486,1995,0.889797134
248,3,,,Pure fruit juices,,p,Low,6.634984536,21.80892724,yes,UP,2.44451883,1995,20.10746947
251263,2,Bread,,,,p,Very Low,14.23365726,2.426355703,,,1.224701283,1995,75.78312955
cat850,3,,White bread,,,p,Low,20.29783574,2.822515869,,,1.832034532,1995,29.33402825
251,4,,,"White bread, standard, unsliced",,p,High,-4.814310093,-15.02908586,,,5.693215171,1995,7.18432935
252,4,,,"White bread, standard, sliced",,p,Low,21.66382425,0.812903027,,,2.005099133,1995,18.92099811
257,4,,,"White bread, premium, sliced and unsliced",,p,High,125.0235419,11841.34175,yes,UP,13.98663694,1995,2.217116694
258,4,,,"White bread, soft grain, sliced and unsliced",,p,High,-1.233164451,-17.41425451,,,8.92775639,1995,1.011584093
cat851,3,,Brown and wholemeal bread,,,p,Low,5.33861493,-4.654434833,,,2.249913947,1995,15.93713004
259,4,,,"Brown bread, sliced and unsliced",,p,Medium,11.64158663,6.358414931,,,5.209143578,1995,7.624747128
260,4,,,"Wholemeal and granary bread, sliced and unsliced",,p,Medium,3.483046075,-7.690172985,,,2.486746125,1995,8.312382915
263,3,,Total other bread,,,p,Low,14.36967731,3.924347836,,,1.636139373,1995,30.51197126
26302,4,,,"Rolls - white, brown or wholemeal",,p,Low,12.32053623,0.986576943,,,2.564509442,1995,14.04029812
26303,4,,,Malt bread and fruit loaves,,p,High,0.103820387,-21.00588661,,,5.467745274,1995,1.17170507
26304,4,,,Vienna and french bread,,p,Medium,8.221779147,-16.57056616,,DOWN,4.13103118,1995,3.629972537
26305,4,,,Starch reduced bread and rolls,,p,Very High,94.64102836,63.48777069,,,12.16534125,1995,1.279070728
26308,4,,,Other breads,,p,Low,10.79271261,14.37916777,yes,,2.075350634,1995,5.587693484
26309,4,,,Sandwiches,,p,Medium,10.22736118,5.831578526,,,4.114884895,1995,3.362261919
26310,4,,,Sandwiches from takeaway,,p,High,41.94316811,1.500233401,,,8.937451142,1995,1.440969394
26311,4,,,Takeaway breads,,p,High,31.47682012,-7.856038547,,,8.202568766,1995,
26401,2,,Flour,,,p,High,-5.887913167,7.370161212,,,6.982507882,1995,2.437394053
267270,2,,"Cakes, buns and pastries",,,p,Low,0.44379877,15.34191721,yes,UP,3.035466316,1995,51.35972715
267,3,,,"Buns, scones and teacakes",,p,Low,15.06336383,18.84287527,yes,UP,2.182108423,1995,43.11479021
270,3,,,Cakes and pastries,,p,Low,-3.780211645,14.17975682,yes,UP,3.873869649,1995,43.11479021
27001,4,,,,"Cakes and pastries, not frozen",p,Low,-3.793998934,14.00123539,yes,UP,4.038827757,1995,
27002,4,,,,Takeaway pastries,p,High,-3.500839324,17.90979985,,,10.30195617,1995,8.244936938
271277,1,,Biscuits and crispbreads,,,p,Low,-0.644133005,-0.340341031,,,1.55703088,1995,45.66674528
27101,3,,,Crispbread,,p,Medium,17.47559777,4.97506956,,,4.55009634,1995,20.46854235
274,3,,,Biscuits other than chocolate,,p,Low,-3.39226895,-3.537954309,,,1.936486379,1995,23.29632621
27402,4,,,,Sweet biscuits (not chocolate) and cereal bars,p,Low,-4.53468154,-4.313344902,,,2.194343353,1995,19.24501128
27403,4,,,,Cream crackers and other unsweetened biscuits,p,Medium,1.845462303,-0.057436909,,,3.462598519,1995,4.051314928
277,3,,,Chocolate biscuits,,p,Low,1.513055852,3.95407581,,,2.076696965,1995,1.901876721
281301,2,,Other cereals and cereal products,,,p,Low,4.597626876,-4.082711823,,DOWN,1.353552081,1995,118.4454594
281,3,,,Oatmeal and oat products,,p,High,0.58407177,19.07248934,,,4.902384158,1995,1.124883206
282,3,,,Breakfast cereals,,p,Low,-6.373618084,-12.99981686,yes,DOWN,2.080295273,1995,32.18880192
28202,4,,,,Muesli,p,Medium,-7.502455697,-22.77911693,yes,DOWN,4.993097963,1995,2.980328044
28203,4,,,,High fibre breakfast cereals,p,Medium,-4.262507324,-9.510200832,,,3.458740482,1995,11.51565556
28204,4,,,,Sweetened breakfast cereals,p,Medium,-4.792691522,-12.56077934,,,3.675062042,1995,9.350570326
28205,4,,,,Other breakfast cereals,p,Medium,-11.63230144,-10.09823007,,,4.202100946,1995,8.34224799
285,3,,,Canned milk puddings,,p,Medium,-0.315723053,4.210417972,,,4.826030935,1995,3.885415353
28502,4,,,,Canned or fresh carton custard,p,Medium,-3.983738775,7.976915076,,,5.071708313,1995,1.942707677
28503,4,,,,All canned milk puddings,p,High,7.599616523,-2.348866147,,,9.446718857,1995,1.942707677
286,3,,,Puddings,,p,High,-2.234147606,9.794425554,,,5.491145122,1995,2.649702344
287,3,,,Rice,,p,Medium,14.28234821,-22.30449156,yes,DOWN,3.458948138,1995,12.28546093
28702,4,,,,Dried rice,p,High,46.82077918,0.716439687,,,7.323090389,1995,6.545152908
28703,4,,,,Cooked rice,p,Medium,-3.049913039,-19.21143405,yes,DOWN,3.746091506,1995,0.574030802
28704,4,,,,Takeaway rice,p,High,-0.91865007,-43.13944733,yes,DOWN,5.545919207,1995,5.166277222
290,3,,,"Invalid foods, slimming foods and sports foods",,p,Very High,-53.14450202,-39.8151473,,,12.51650816,1995,0.104765486
291,3,,,Infant cereal foods,,p,Very High,-4.338110237,-4.148932116,,,11.40715697,1995,2.18343892
294,3,,,Cakes and pastries - frozen,,p,High,12.06793761,1.952502314,,,7.153301832,1995,8.416780878
295,3,,,Pasta,,p,Medium,46.36718669,45.82978846,yes,UP,4.194929629,1995,3.019369294
29501,4,,,,Canned pasta,p,High,0.745543647,-10.68952908,,,6.547809623,1995,3.019369294
29502,4,,,,Dried and fresh pasta,p,High,53.53940028,58.16366136,yes,UP,4.71864246,1995,
29503,4,,,,Takeaway pasta and noodles,p,Very High,32.65097072,14.87367853,,,15.38472134,1995,
296,3,,,Pizza,,p,Medium,12.9288094,-10.52737875,,DOWN,2.900007154,1995,27.55849406
29601,4,,,,"Pizzas, frozen and not frozen",p,Medium,20.6539236,25.49865603,yes,UP,2.835686574,1995,15.55035869
29602,4,,,,Takeaway pizza,p,High,2.146995924,-39.26807083,yes,DOWN,5.632242152,1995,12.00813537
299,3,,,Other cereal convenience foods,,p,Low,1.911350747,7.786060071,,,1.672174056,1995,22.23228701
29907,4,,,,"Cake, pudding and dessert mixes",p,High,-20.60803157,-20.70853697,,DOWN,6.384608936,1995,1.602432181
29909,4,,,,Cereal snacks,p,Medium,1.801652924,4.349204342,,,2.462650003,1995,6.660294574
29915,4,,,,"Quiches and flans, frozen and not frozen",p,Medium,0.440133692,13.16349748,,,4.59342708,1995,2.118030319
29916,4,,,,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",p,Very High,-24.97349206,-49.63005595,yes,DOWN,9.483814819,1995,0.74003273
29919,4,,,,"Other cereal foods, frozen and not frozen",p,Low,5.037376581,15.16926311,yes,UP,2.238748463,1995,11.1114972
301,3,,,Other cereals,,p,High,-2.438649053,-10.05068922,,,8.005388815,1995,2.796060004
304313,2,,Beverages,,,p,Low,-10.71491784,-4.45937986,,,2.376223019,1995,51.2091068
304,3,,,Tea,,p,Medium,-1.167067197,-6.22756962,,,3.113526074,1995,19.45833972
307,3,,,Coffee beans and ground coffee,,p,High,-14.70806972,-3.715680033,,,5.317672315,1995,3.846245794
308,3,,,Instant coffee,,p,Medium,-9.815908483,-2.326863096,,,3.152640615,1995,21.24953962
309,3,,,Coffee essences,,p,Very High,-89.41980717,126.4739858,,,70.44648158,1995,0.064624148
