code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator_,percentage_change_since_2021_22,percentage_change_since_2019_20,significance,trend_since_2019_20_,reliability_of_3_year_percent_relative_se,year,quantity
252,4,,,"White bread, standard, sliced",,g,Low,5.432680544,-7.311496006,,,1.895192781,1998,243.2934834
257,4,,,"White bread, premium, sliced and unsliced",,g,High,109.9636058,7569.65752,yes,UP,14.09351428,1998,152.3917133
258,4,,,"White bread, soft grain, sliced and unsliced",,g,High,-18.56973005,-34.58514539,yes,,8.509462902,1998,19.72650807
cat851,3,Brown and wholemeal bread,,,,g,Low,-10.48162702,-20.10333607,yes,DOWN,2.081376283,1998,162.8293307
259,4,,,"Brown bread, sliced and unsliced",,g,Medium,-2.041236882,-10.19505239,,,4.909904058,1998,75.03159017
260,4,,,"Wholemeal and granary bread, sliced and unsliced",,g,Low,-12.60996244,-22.51962464,yes,DOWN,2.330366302,1998,87.79774051
263,3,,,Total other bread,,g,Low,2.706601632,-9.398308456,yes,DOWN,1.396648285,1998,163.2043084
26302,4,,,,"Rolls - white, brown or wholemeal",g,Low,9.746743641,-9.077097497,,,2.463711626,1998,74.88275652
26303,4,,,,Malt bread and fruit loaves,g,High,-3.423045477,-25.19144895,yes,DOWN,5.988558191,1998,7.798537444
26304,4,,,,Vienna and french bread,g,Medium,-3.471562381,-22.87219588,yes,DOWN,3.59609888,1998,32.75823551
26305,4,,,,Starch reduced bread and rolls,g,High,61.14153612,33.87300228,,,11.06316683,1998,6.601917606
26308,4,,,,Other breads,g,Low,-0.858347184,-5.203537948,,DOWN,2.008080364,1998,30.30354428
26309,4,,,,Sandwiches,g,Medium,-2.163567741,-5.934976585,,,3.896096051,1998,7.601521923
26310,4,,,,Sandwiches from takeaway,g,High,27.5845212,-20.2494515,,,8.393453452,1998,3.25779511
26311,4,,,,Takeaway breads,g,High,22.14732593,-19.95137474,,,7.517179214,1998,
264264,2,,Flour,,,g,High,-15.07781577,-10.6529959,,,5.438671134,1998,56.82185653
267270,2,,"Cakes, buns and pastries",,,g,Low,-2.394376247,-1.144672155,,,1.639225568,1998,182.7544137
267,3,,,"Buns, scones and teacakes",,g,Low,-1.118949594,1.292469425,,,2.092430799,1998,46.63708917
270,3,,,Cakes and pastries,,g,Low,-3.096155138,-2.462300698,,,2.098911784,1998,136.1173245
27001,4,,,,"Cakes and pastries, not frozen",g,Low,-2.880120385,-2.302493949,,,2.119458401,1998,136.1173245
27002,4,,,,Takeaway pastries,g,High,-17.53979495,-13.59197605,,,10.60234667,1998,
271277,2,,Biscuits and crispbreads,,,g,Low,-3.899958208,-9.652328811,yes,DOWN,1.4288933,1998,182.9908847
271,3,,,Crispbread,,g,Medium,17.61485187,5.082346306,,,4.54754904,1998,7.28595685
274,3,,,Biscuits other than chocolate,,g,Low,-2.136440491,-10.73304712,yes,DOWN,1.724964135,1998,107.846475
27402,4,,,,Sweet biscuits (not chocolate) and cereal bars,g,Low,-1.988132683,-11.83109065,yes,DOWN,1.91743516,1998,93.74424313
27403,4,,,,Cream crackers and other unsweetened biscuits,g,Medium,-2.934450012,-4.254461182,,,3.282022584,1998,14.10223182
277,3,,,Chocolate biscuits,,g,Low,-8.79349932,-9.203357354,,DOWN,1.988465909,1998,67.85845291
281301,2,,Other cereals and cereal products,,,g,Low,1.595933909,-7.787745297,yes,DOWN,1.478372479,1998,430.679279
281,3,,,Oatmeal and oat products,,g,Medium,-12.48129152,15.51042064,,,4.764976723,1998,10.31863741
282,3,,,Breakfast cereals,,g,Low,-12.95853503,-20.75048535,yes,DOWN,2.036729076,1998,127.9041638
28202,4,,,,Muesli,g,Medium,-7.452444069,-24.95958375,yes,DOWN,5.381536796,1998,10.63840588
28203,4,,,,High fibre breakfast cereals,g,Medium,-19.31784996,-22.78686207,yes,DOWN,3.099531725,1998,55.41972741
28204,4,,,,Sweetened breakfast cereals,g,Medium,-7.033762116,-18.41081063,yes,DOWN,3.520072153,1998,26.32310053
28205,4,,,,Other breakfast cereals,g,Medium,-13.05423655,-15.14304009,,DOWN,4.062585932,1998,35.52293001
285,3,,,Canned milk puddings,,g,Medium,-10.46792378,-13.37872859,,,4.602637577,1998,31.50879994
28502,4,,,,Canned or fresh carton custard,g,High,-19.20069213,-11.47882268,,,5.250672907,1998,15.75439997
28503,4,,,,All canned milk puddings,g,High,9.147987341,-16.36362039,,,7.837577774,1998,15.75439997
286,3,,,Puddings,,g,High,-6.610529618,-6.173133911,,,5.394399225,1998,7.614605345
287,3,,,Rice,,g,High,23.66466213,-11.5653666,,,5.674450241,1998,66.24377863
28702,4,,,,Dried rice,g,High,44.3573325,-4.007223514,,,8.751236471,1998,47.81622557
28703,4,,,,Cooked rice,g,Medium,-5.534688564,-6.771455911,,,3.649840088,1998,1.842755306
28704,4,,,,Takeaway rice,g,High,-4.29319174,-54.7302311,yes,DOWN,5.239900334,1998,16.58479775
290,3,,,"Invalid foods, slimming foods and sports foods",,g,Very High,-35.04652851,-7.037134904,,,13.47562844,1998,0.199825781
291,3,,,Infant cereal foods,,g,Very High,-27.54815475,-24.1601851,,,12.48138324,1998,1.888178531
294,3,,,Cakes and pastries - frozen,,g,High,-2.498830361,-25.25796626,,DOWN,6.162034249,1998,16.31766285
295,3,,,Pasta,,g,High,20.03224934,5.417427723,,,4.378311554,1998,57.70542004
29501,4,,,,Canned pasta,g,High,-26.09538596,-36.54754066,yes,DOWN,6.357479891,1998,27.34645216
29502,4,,,,Dried and fresh pasta,g,High,27.3057011,12.66435637,,,4.939144952,1998,30.35896787
29503,4,,,,Takeaway pasta and noodles,g,Very High,24.42965877,-20.83507169,,,13.20900825,1998,
296,3,,,Pizza,,g,Medium,11.84459738,-3.43179061,,,2.460659383,1998,57.15801455
29601,4,,,,"Pizzas, frozen and not frozen",g,Medium,9.941670492,9.594435199,,,2.712662828,1998,45.45347587
29602,4,,,,Takeaway pizza,g,High,20.33241214,-34.94361389,yes,DOWN,5.707018594,1998,11.70453869
299,3,,,Other cereal convenience foods,,g,Low,-5.832119363,-4.776406037,,DOWN,1.623204159,1998,50.77898243
29907,4,,,,"Cake, pudding and dessert mixes",g,High,-19.31389104,-26.83424273,,DOWN,5.847787278,1998,4.928768911
29909,4,,,,Cereal snacks,g,Medium,-11.2471618,-11.32557004,,DOWN,2.494424263,1998,13.56921876
29915,4,,,,"Quiches and flans, frozen and not frozen",g,Medium,-4.647781802,-2.636595299,,,4.343492348,1998,6.451396608
29916,4,,,,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",g,Very High,-7.285717185,-58.20450216,yes,DOWN,9.537910751,1998,1.507690973
29919,4,,,,"Other cereal foods, frozen and not frozen",g,Low,-2.756548065,0.415514068,,,2.107358167,1998,24.32190718
301,3,,,Other cereals,,g,High,-39.3352494,-24.27611807,,,19.59314613,1998,3.041209673
304313,2,,Beverages,,,g,Low,-13.45517504,-11.40704388,yes,DOWN,2.122281099,1998,68.15332516
304,3,,,Tea,,g,Medium,-12.39258922,-14.74231468,yes,DOWN,3.231159006,1998,37.44285367
307,3,,,Coffee beans and ground coffee,,g,Medium,-14.23244312,0.55771633,,,4.456590974,1998,4.330790358
308,3,,,Instant coffee,,g,Medium,-15.70261256,-16.74004337,yes,DOWN,3.197363224,1998,13.24730147
309,3,,,Coffee essences,,ml,Very High,-92.71406934,8.435743688,,,78.80485696,1998,0.35043315
310,3,,,Tea and coffee from takeaway,,ml,High,91.35326669,88.92247953,yes,,11.53719121,1998,
312,3,,,Cocoa and chocolate drinks,,g,High,-3.566159744,-20.76019617,,,6.248012749,1998,7.274635926
313,3,,,Malt drinks and chocolate versions of malted drinks,,g,Very High,-63.35821487,-58.28109765,,,15.70671157,1998,5.507310584
314339,2,,Other food and drink,,,g,Low,-3.559768531,-11.49377963,yes,DOWN,2.088684785,1998,523.7826525
314,3,,,Mineral or spring waters,,ml,Medium,-5.070449126,-12.02141055,,,4.310037838,1998,170.0291077
315,3,,,Baby foods,,g,Very High,2.854212092,-28.8585214,,,15.05218051,1998,7.154086407
318,3,,,Soups - canned or cartons,,g,Medium,4.699516604,-17.00072099,yes,DOWN,3.454831374,1998,72.74274962
319,3,,,Soups - dehydrated or powdered,,g,High,-10.65260377,-24.26389908,,,9.169536623,1998,3.098600156
320,3,,,Soups - from takeaway,,g,Very High,79.61337935,-16.71647245,,,20.32693668,1998,
321,3,,,Other takeaway food brought home,,g,Very High,157.2171406,272.8904265,,,24.07043878,1998,
322,3,,,Meals on wheels - items not specified,,g,Very Low,-100,-100,,,,1998,
323,3,,,Spreads and dressings,,g,Low,-2.87693357,-7.449888627,,,2.53239591,1998,22.26427158
32302,4,,,,Salad dressings,g,Medium,-3.637119122,-8.791116616,,,2.661720081,1998,19.99994473
32303,4,,,,Other spreads and dresssings,g,High,0.241512229,-1.752613041,,,5.872606189,1998,2.264326847
327,3,,,Pickles and sauces,,g,Low,2.018582639,-3.128752008,,,1.778605134,1998,112.343438
32702,4,,,,Pickles,g,Medium,2.735385357,-12.99683467,,,5.296561632,1998,13.75295793
32703,4,,,,Sauces,g,Low,1.762485237,-1.81670067,,,1.839267451,1998,94.30144657
32704,4,,,,Takeaway sauces and mayonnnaise,g,High,47.4066294,-13.59979547,,,7.111994629,1998,4.289033542
328,3,,,Stock cubes and meat and yeast extracts,,g,High,-16.23830244,-16.93852643,,,5.511338865,1998,3.924950655
329,3,,,Jelly squares or crystals,,g,High,-32.62572498,-20.48565163,,,8.292405244,1998,2.826845236
332,3,,,Ice cream tub or block,,ml,Medium,-3.375443449,-21.85986489,yes,DOWN,3.413900561,1998,55.15382451
333,3,,,Ice cream products including takeaways,,ml,Medium,-11.6484265,-7.469485995,,,3.548206105,1998,59.8108142
33302,4,,,,"Ice cream cornets, choc-ices, lollies with ice cream",ml,Medium,-5.083045526,-2.144786881,,,3.610998112,1998,51.36574764
33303,4,,,,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",ml,High,-17.73511855,-12.4379403,,,6.495583801,1998,8.445066558
33304,4,,,,"Takeaway ice cream, ice cream products, milkshakes",ml,Very High,-31.56040853,-26.74035969,,,12.51734765,1998,
334,3,,,Salt,,g,High,28.66034507,9.98951852,,,6.542246695,1998,9.41867309
339,3,,,Soya and novel protein foods,,g,High,16.59233785,-5.541656473,,,6.485196489,1998,5.015291278
340344,2,,Soft drinks,,,ml,Low,-10.19017173,-9.523488962,yes,DOWN,1.882622546,1998,1541.512442
340,3,,,"Soft drinks, concentrated, not low calorie [note 10]",,ml,Medium,-31.59450758,1.987492717,,,4.318436076,1998,551.3769329
341,3,,,"Soft drinks, not concentrated,  not low calorie",,ml,Medium,-15.63138606,-17.06273551,yes,DOWN,3.117665992,1998,507.2133978
343,3,,,"Soft drinks, concentrated, low calorie [note 10]",,ml,Medium,-8.71207347,-24.04965787,yes,DOWN,3.622732384,1998,192.86155
344,3,,,"Soft drinks, not concentrated, low calorie",,ml,Medium,3.859716408,3.81733073,,,2.881314296,1998,290.0605615
350355,2,,Confectionery,,,g,Low,-1.279211455,-0.909078015,,,2.912850964,1998,130.5792372
350,3,,,Chocolate bars - solid,,g,Low,-1.998371153,6.604630218,,,2.166593686,1998,28.85366854
351,3,,,Chocolate bars - filled,,g,Medium,5.628841262,-4.570578147,,,2.751947228,1998,65.69947437
352,3,,,Chewing gum,,g,High,-31.12595087,-43.11180598,yes,DOWN,5.622181255,1998,1.55264171
353,3,,,Mints and boiled sweets,,g,Low,-4.507244946,-0.281843103,,,6.114568623,1998,29.76160262
35301,4,,,,Mints,g,High,10.29895537,-2.016803866,,,8.510468705,1998,4.681794363
35302,4,,,,Boiled sweets,g,Low,-5.137435358,-0.194385484,,,6.340934419,1998,25.07980826
354,3,,,"Fudges, toffees, caramels",,g,High,-33.79343415,-23.86339192,,,14.82369148,1998,4.711849989
355,3,,,Takeaway confectionery,,g,Very High,58.50234769,-26.21713106,,,31.55573255,1998,
380389,2,,Alcoholic drinks,,,ml,Low,-11.35041139,-14.43046711,yes,DOWN,2.425452239,1998,645.1489374
381,3,,,Beers,,ml,High,-3.98039884,9.906984816,,,5.011303673,1998,116.1004343
382,3,,,Lagers and continental beers,,ml,Medium,-25.059493,-28.86468931,yes,DOWN,4.401992461,1998,224.3753477
383,3,,,Ciders and perry,,ml,High,3.721134442,-2.780994966,,,6.044604158,1998,60.74726139
384,3,,,Wine and champagne,,ml,Medium,-3.260507123,-13.66226784,,DOWN,3.04666762,1998,197.8127741
38402,4,,,,"Champagne, sparkling wines and wine with mixer",ml,High,-21.12777711,-18.91981169,,,6.495230751,1998,4.243646424
38403,4,,,,Table wine,ml,Medium,-1.148057911,-13.13089363,,DOWN,3.153378354,1998,193.5691277
385,3,,,Spirits with mixer,,ml,Very High,-21.31996391,-20.40093388,,,9.633478044,1998,1.69745857
386,3,,,Fortified wines,,ml,High,12.60101568,-21.84753966,,,9.618896329,1998,14.46630265
387,3,,,Spirits,,ml,Medium,-18.69222893,-16.6301933,,,4.290683277,1998,25.97149141
388,3,,,Liqueurs and cocktails,,ml,High,-7.05419856,39.68908996,,,9.195306759,1998,2.59598995
389,3,,,Alcopops,,ml,Very High,-5.414961258,45.33428894,,,16.06611137,1998,1.381877374
cat520,1,Milk and milk products excluding cheese,,,,ml,Very Low,-6.228009964,-12.16152778,yes,DOWN,1.160534784,1999,2085.632635
4006,2,,"Liquid wholemilk, including school and welfare",,,ml,Medium,16.17784054,-2.291519879,,,3.447841135,1999,646.1831134
4,3,,,"Liquid wholemilk, full price",,ml,Medium,16.17784054,-2.291519879,,,3.447841135,1999,616.4511817
402,4,,,,UHT milk,ml,Very High,162.1508856,60.8876154,,,21.60750191,1999,8.06501534
403,4,,,,Sterilised,ml,,,,,,,1999,23.96272051
404,4,,,,Pasteurised/ homogenised,ml,Medium,15.020987,-2.936824972,,,3.469356076,1999,584.4234459
501,3,,,School milk  [note 6],,ml,,,,,,,1999,12.84459959
601,3,,,Welfare milk [note 11],,ml,,,,,,,1999,16.88733213
9017,2,,Other milk and cream,,,ml,Low,-10.35051625,-14.22742675,yes,DOWN,1.340801395,1999,1439.449521
15,3,,,Skimmed milks,,ml,Low,-11.433989,-19.72221926,yes,DOWN,1.508270529,1999,1150.162794
1502,4,,,,Fully skimmed milk,ml,Medium,-12.39207856,-22.44029809,yes,DOWN,4.508393139,1999,168.4917769
1503,4,,,,Semi-skimmed milk,ml,Low,-11.28151781,-19.27765903,yes,DOWN,1.622485259,1999,981.6710167
901,3,,,Condensed or evaporated milk,,eq ml,Very High,64.6797474,44.84030648,,,11.57777926,1999,23.27241502
11,3,,,Infant milks,,eq ml,Very High,11.5521107,-53.20537292,yes,DOWN,12.71053783,1999,22.93002874
1102,4,,,,Infant or baby milks - ready to drink,eq ml,Very High,-36.24121156,-36.79997557,,,24.23271295,1999,2.293002874
1103,4,,,,Infant or baby milks - dried,eq ml,Very High,17.34054917,-53.99132377,yes,DOWN,13.55667267,1999,20.63702587
1201,3,,,Instant dried milk,,eq ml,Very High,-76.65962899,47.64580438,,,49.64967882,1999,13.61254008
13,3,,,Yoghurt and fromage frais,,ml,Low,-10.99785999,-12.76283849,yes,DOWN,1.731951197,1999,148.9295871
1301,4,,,,Yoghurt,ml,Low,-11.6174533,-12.50241043,yes,DOWN,1.776910971,1999,132.9074888
1302,4,,,,Fromage frais,ml,High,3.268188699,-17.59605897,,,6.465391525,1999,16.02209832
16,3,,,Other milks and dairy desserts,,ml,Medium,-0.719685355,28.42186154,yes,,3.962553224,1999,60.14550214
1603,4,,,,Dairy desserts - not frozen,ml,Medium,6.833344462,-6.247523513,,,3.652272509,1999,34.05476881
1605,4,,,,Dried milk products,ml,Very High,-81.45242013,-93.55972103,,,60.48509365,1999,2.609073333
1607,4,,,,Milk drinks and other milks [note 7],ml,Medium,-10.53080782,1.671070708,,,5.27687065,1999,23.48166
1608,4,,,,Non-dairy milk substitutes [note 7],ml,High,0.554311591,60.20532712,yes,UP,6.077231901,1999,
17,3,,,Cream,,ml,Medium,-11.53553463,6.320675123,,,2.862114526,1999,20.39665468
22023,2,,Cheese,,,g,Low,-5.478671056,-1.50112128,,,1.389298395,1999,103.2548799
22,3,,,Natural cheese,,g,Low,-6.557987916,-3.046263245,,,1.433792444,1999,93.25843366
2201,4,,,,Hard cheese - cheddar type,g,Low,-2.581912598,1.394545409,,,1.710825319,1999,61.57959894
2202,4,,,,Hard cheese - other uk or foreign equivalent,g,Medium,-25.10541383,-19.0791482,,,4.316442662,1999,10.08464264
2203,4,,,,Hard cheese - edam or other foreign,g,Medium,-16.23335916,-18.64178098,,DOWN,3.740617699,1999,7.289661365
2205,4,,,,Cottage cheese,g,High,-26.98165436,-33.20447434,,DOWN,9.001615495,1999,6.545522035
2206,4,,,,Soft natural cheese,g,Low,-4.120556051,1.675746272,,,2.625812783,1999,7.759008686
2301,3,,,Processed cheese,,g,Medium,6.26053498,16.21294639,,,3.691143546,1999,9.996446274
31041,2,,Carcase meat,,,g,Medium,-0.773010666,-14.75230465,yes,DOWN,2.43464277,1999,225.6588169
31,3,,,Beef and veal,,g,Medium,-0.633263651,-11.45020574,,DOWN,2.711156546,1999,100.6696671
3102,4,,,,Beef joints - on the bone,g,Very High,-34.72836341,-24.99123061,,,40.78592833,1999,0.268661997
3103,4,,,,Beef joints - boned,g,Very High,4.524267163,3.779860861,,,9.38559409,1999,21.95650599
3104,4,,,,Beef steak - less expensive,g,Medium,-20.08560604,-17.92348599,,DOWN,4.759816166,1999,16.06075736
3105,4,,,,Beef steak - more expensive,g,Medium,-14.90795228,-35.14211397,yes,DOWN,5.205743684,1999,20.80993777
3106,4,,,,Minced beef,g,Medium,7.705314475,-6.975887839,,,3.0617315,1999,39.6978807
3107,4,,,,All other beef and veal,g,Very High,1009.850861,132.1555556,,,60.61164495,1999,1.875923301
36,3,,,Mutton and lamb,,g,High,7.050031637,-30.1857499,,DOWN,7.854116229,1999,55.98241606
3601,4,,,,Mutton,g,Very High,15.43121972,-58.77556882,,,36.06262348,1999,1.220518306
3602,4,,,,Lamb joints,g,Very High,27.7108128,-15.15202246,,,12.08390147,1999,31.28636438
3603,4,,,,Lamb chops,g,High,-19.26998204,-26.23284545,,DOWN,7.668606648,1999,15.64426551
3604,4,,,,All other lamb,g,High,-5.984349919,-55.40793777,,DOWN,21.94034115,1999,7.83126786
41,3,,,Pork,,g,Medium,-5.302343211,-10.43424185,,DOWN,3.64045624,1999,69.0067337
4101,4,,,,Pork joints,g,High,-21.22932762,-15.53314027,,,6.035515381,1999,26.85804504
4102,4,,,,Pork chops,g,High,13.50788889,-24.95151904,,,8.10232832,1999,24.35527057
4103,4,,,,Pork fillets and steaks,g,High,0.72324102,-10.27284064,,,5.346732336,1999,12.93628903
4104,4,,,,All other pork,g,High,6.638515956,6.788229208,,,6.686721686,1999,4.857129059
46095,2,,Non-carcase meat and meat products,,,g,Low,0.564117789,-8.610678126,yes,DOWN,1.266863969,1999,735.4784341
46,3,,,Liver,,g,Very High,-54.62864777,-34.1110152,,,14.3959556,1999,6.627025065
4603,4,,,,Ox liver,g,Very High,15.50185737,-65.85229314,,,46.15769288,1999,0.76874306
4604,4,,,,Lambs liver,g,Very High,-0.717455552,-13.15132258,,,17.87857453,1999,3.460435411
4605,4,,,,Pigs liver,g,Very High,-68.60854904,33.48502532,,,27.6135487,1999,1.960983548
4607,4,,,,All other liver,g,Very High,-86.43256584,-82.97411545,yes,,22.36904728,1999,0.436863046
51,3,,,All offal other than liver,,g,Very High,80.5549302,48.63520014,,,21.19367812,1999,1.910050265
55,3,,,"Bacon and ham, uncooked",,g,High,22.76141095,8.325511983,,,5.97560892,1999,66.34758853
5502,4,,,,"Bacon and ham joints, uncooked",g,Very High,57.72977741,25.0963146,,,17.9386752,1999,23.83989984
5505,4,,,,"Bacon and ham rashers, uncooked",g,Medium,8.886353278,0.575519083,,,2.487578916,1999,42.50768869
58,3,,,"Bacon and ham, cooked",,g,Low,-4.805058864,-7.843210903,,,2.039512795,1999,37.17181808
59,3,,,Cooked poultry not purchased in cans,,g,Medium,5.993619932,-16.18172673,yes,DOWN,3.43442724,1999,40.61090327
5903,4,,,,"Chicken and turkey, cooked",g,Medium,-2.302787917,-15.23199144,,,3.730228119,1999,28.68412042
5904,4,,,,Takeaway chicken,g,High,53.79973971,-19.48370605,,,8.511854091,1999,11.92678285
62,3,,,"Corned beef, canned or sliced",,g,Medium,-10.94345359,-13.37342948,,,5.325198247,1999,12.83549836
66,3,,,Other cooked meat,,g,Medium,-6.062065481,0.030859864,,,4.741987524,1999,6.106172126
71,3,,,Other canned meat and canned meat products,,g,High,0.698081582,-25.38799064,yes,DOWN,6.789006614,1999,28.30425951
74,3,,,"Chicken, uncooked - whole chicken or chicken pieces",,g,Low,-0.959338218,-7.796271371,,DOWN,2.17747481,1999,154.7558414
77,3,,,"Other poultry, uncooked (including frozen)",,g,High,13.33135609,-10.54841857,,,8.052131133,1999,25.59345808
7703,4,,,,"Turkey, uncooked - whole turkey or turkey pieces",g,High,14.12393661,-5.867012768,,,9.084400115,1999,21.98321093
7704,4,,,,"Poultry other than chicken or turkey, uncooked",g,Very High,8.997191209,-30.37412226,,,15.46668276,1999,3.610247156
78,3,,,"Other fresh, chilled and frozen meat",,g,Very High,-60.89808027,129.1141494,,,35.61515302,1999,1.021957892
79,3,,,"Sausages, uncooked - pork",,g,Medium,4.829254788,-0.494068596,,,2.514140526,1999,48.45441465
80,3,,,"Sausages, uncooked - beef and other sausages",,g,Very High,134.5730884,88.3124491,,,28.83494303,1999,15.43877904
83,3,,,"Meat pies and sausage rolls, ready to eat",,g,Medium,-8.91443914,-10.07975456,,,3.778616059,1999,20.65304397
8302,4,,,,"Meat pies, ready to eat",g,High,-13.20670492,-3.467439924,,,5.65353751,1999,13.45905069
8303,4,,,,"Sausage rolls, ready to eat",g,Medium,-4.447695588,-15.54789411,,,4.666041799,1999,7.193993277
84,3,,,"Meat pies, pasties and puddings, frozen or not frozen",,g,Medium,2.045234334,-8.77906629,,,3.072833384,1999,30.01573743
85,3,,,"Burgers, frozen or not frozen",,g,Medium,-0.118527038,0.552168841,,,4.092438645,1999,22.66132926
89,3,,,Ready meals and convenience meat products,,g,Low,-4.184602932,-8.371974964,,,1.983957732,1999,129.4595036
8901,4,,,,"Complete meat-based ready meals, frozen or not frozen",g,Medium,-6.632229428,-10.21414291,,,2.87065059,1999,51.77661708
8902,4,,,,"Other convenience meat products, frozen or not frozen",g,Low,-1.668237644,-6.499276034,,,2.380962791,1999,77.68288655
93,3,,,Pate and delicatessen type sausage,,g,Medium,-12.29281183,-8.933006198,,,3.847183703,1999,14.92080779
9301,4,,,,Pate,g,Medium,-5.395394571,0.940384538,,,5.468931506,1999,5.263326655
9302,4,,,,Delicatessen type sausages,g,Medium,-13.85744882,-11.09935274,,,4.520638825,1999,9.657481136
94,3,,,Meat pastes and spreads,,g,Very High,-43.23278458,-11.34208984,,,14.29569715,1999,2.820774284
95,3,,,Takeaway meats,,g,Medium,6.899810463,-41.07410421,yes,DOWN,3.745945679,1999,69.76947143
9501,4,,,,Takeaway meat pies and pasties,g,Very High,-0.442203789,-44.15586936,,,18.50306028,1999,5.871437036
9502,4,,,,Takeaway burger and bun,g,High,-18.06311754,-44.62819422,yes,DOWN,7.083912615,1999,6.694481689
9503,4,,,,Takeaway kebabs,g,High,55.88825596,-24.85274994,,,8.801886133,1999,7.087654155
9504,4,,,,Takeaway sausages and saveloys,g,Very High,36.94628729,-40.1389034,yes,DOWN,10.64738517,1999,1.539824121
9505,4,,,,Takeaway meat based meals,g,Medium,2.665859347,-44.15969913,yes,DOWN,4.566746088,1999,47.93174223
9506,4,,,,Takeaway miscellaneous meats,g,Very High,136.4288387,82.65270619,,,28.47808311,1999,0.644332196
100123,2,,Fish,,,g,Low,-6.926828914,-15.14178002,yes,DOWN,1.881575312,1999,146.0089747
102,3,,,"White fish, fresh, chilled or frozen",,g,High,-6.295711304,-5.615002756,,,6.350359717,1999,32.86461498
10201,4,,,,"White fish, fresh or chilled",g,High,-2.418381962,-20.72105091,,,6.673382534,1999,16.40248015
10202,4,,,,"White fish, frozen",g,Very High,-13.22933578,53.02152036,,,13.33519808,1999,16.46213483
106,3,,,"Herrings and other blue fish, fresh, chilled or frozen",,g,Very High,-9.744267757,-48.11327374,yes,DOWN,10.27800306,1999,5.894221893
10601,4,,,,"Herrings and other blue fish, fresh or chilled",g,Very High,0.643198745,-47.09492531,yes,DOWN,11.49407602,1999,4.800500141
10602,4,,,,"Herrings and other blue fish, frozen",g,Very High,-42.14856419,-53.02085419,,,22.79567556,1999,1.093721753
107,3,,,"Salmon, fresh, chilled or frozen",,g,High,-16.15112526,11.54563055,,,6.032253051,1999,7.809039742
10701,4,,,,"Salmon, fresh or chilled",g,High,-15.07647178,23.93244324,,,6.351273947,1999,7.028135768
10702,4,,,,"Salmon, frozen",g,Very High,-34.13619163,-64.66438206,yes,DOWN,14.41050561,1999,0.780903974
10801,3,,,"Blue fish, dried or salted or smoked",,g,Medium,-22.55512103,-23.52584914,yes,DOWN,4.577377204,1999,4.395343875
11401,3,,,"White fish, dried, salted or smoked",,g,High,-48.22163807,-60.72604635,yes,DOWN,8.946564341,1999,6.237999004
117,3,,,Shellfish,,g,Medium,16.53151476,3.963410336,,,4.878889886,1999,5.159930138
11702,4,,,,"Shellfish, fresh or chilled",g,High,13.72579817,5.516150218,,,5.922500226,1999,3.457153193
11703,4,,,,"Shellfish, frozen",g,High,20.82102649,1.807454378,,,8.175315154,1999,1.702776946
118,3,,,Takeaway fish,,g,High,5.14512328,-43.12956781,yes,DOWN,6.003261356,1999,11.26850228
119,3,,,"Salmon, tinned",,g,High,-20.36198826,-32.78297936,,,9.510280894,1999,5.331763542
120,3,,,Other tinned or bottled fish,,g,Medium,-10.87154505,-28.25408135,yes,DOWN,3.729045789,1999,26.77655859
121,3,,,Ready meals and other fish products - frozen or not frozen,,g,Medium,-3.223375215,-13.02064866,yes,DOWN,2.474065499,1999,25.99186578
123,3,,,Takeaway fish meals and fish products,,g,High,-13.78736886,-9.119757237,,,8.859715432,1999,14.27913486
12304,4,,,,Takeaway fish products,g,Very High,-22.09369858,-30.39654446,,,17.53213157,1999,1.015941506
12305,4,,,,Takeaway fish based meals,g,High,-12.00626326,-3.520757303,,,9.708737298,1999,13.26319335
129129,2,,Eggs,,,no.,Low,10.36464654,-10.02379662,,DOWN,1.910931188,1999,1.538268517
135148,2,,Fats,,,g,Low,9.926146148,-3.256319973,,,2.054476125,1999,192.4737711
135,3,,,Butter,,g,Medium,4.365830349,3.023748358,,,2.668414345,1999,35.07884976
138,3,,,Margarine,,g,Medium,15.99998242,6.53274933,,,3.168515388,1999,20.48370041
13801,4,,,,Soft margarine,g,Medium,13.94549025,3.350872522,,,3.22292056,1999,17.42349396
13802,4,,,,Other margarine,g,Very High,48.18111828,69.32164523,,,14.17578883,1999,3.060206451
139,3,,,"Lard, cooking fat",,g,Very High,12.5441672,-14.24627414,,,11.19599899,1999,7.580943062
143,3,,,Vegetable and salad oils,,ml,Medium,16.87960031,-4.847639011,,,4.546714089,1999,49.22565647
14304,4,,,,Olive oil,ml,High,4.786509683,-4.066896637,,,5.882135932,1999,9.845131293
14305,4,,,,Other vegetable and salad oils,ml,High,22.37832933,-5.148184884,,,5.76443208,1999,39.38052517
148,3,,,All other fats,,g,Medium,-2.130798897,-15.35995967,yes,DOWN,2.874822252,1999,80.10462144
14802,4,,,,Reduced fat spreads,g,Medium,-3.528818285,-19.3401093,yes,DOWN,3.639487891,1999,51.265367
14803,4,,,,Low fat spreads,g,High,2.016559618,-3.961110882,,,6.932301304,1999,22.4337363
14805,4,,,,Suet and dripping,g,Very High,-16.88060784,-41.78129362,,,13.31364131,1999,0.904819609
